,Temperature (°C),Solar Panels Energy Output (W),Power Consumption (kW),Energy Stored in Batteries (kWh),System Load (kW),Current (A),Dust and Dirt Accumulation (g/m²),Battery Low Flag,Customer Profile,Solar Irradiance (W/m²)
3193,30.53598937,226.7747494,0.272023554,0.296153617,,1.236470702,1.771,True,Residential,755.9158313
3195,34.87376164,238.853183,0.504645111,0.288651508,,2.293841415,1.773,True,Residential,796.1772767
3197,29.42446175,256.6656123,0.295740141,0.337341228,,1.344273368,1.775,False,Residential,855.5520411
3198,34.12996003,242.5164818,0.526495163,0.266346558,,2.393159831,1.776,True,Residential,808.3882725
3200,33.91812212,238.3673786,0.489060104,0.270355969,,2.223000475,1.778,True,Residential,794.5579287
3202,33.32310328,226.1999091,0.521276642,0.258227953,,2.369439284,1.78,True,Residential,753.9996971
3204,31.22440441,227.2482248,0.537647715,0.238044668,,2.443853252,1.782,True,Residential,757.4940828
3207,32.98923553,208.3158897,0.342464559,0.313678216,,1.556657085,1.785,False,Residential,694.3862991
3208,32.27307772,217.6635647,0.254681151,0.304423819,,1.157641594,1.786,False,Residential,725.5452156
3209,31.09295829,189.6797502,0.519091366,0.222070915,,2.35950621,1.787,True,Residential,632.2658341
3212,31.33142439,171.8011909,0.401104468,0.249254806,,1.823202126,1.79,True,Residential,572.6706364
3215,34.65507554,118.2060455,0.211244399,0.298279186,,0.960201812,1.793,True,Residential,394.0201518
3217,31.76697259,108.8586781,0.359352669,0.258134326,,1.633421224,1.795,True,Residential,362.8622604
3221,29.88616472,20.24596725,0.274628281,0.23785135,,1.248310367,1.799,True,Residential,67.4865575
3278,29.83132222,102.182107,0.349336778,0.260057843,,1.587894446,1.856,True,Residential,340.6070232
3281,29.23911236,164.493221,0.320321392,0.285104255,,1.456006327,1.859,True,Residential,548.3107366
3283,31.62558929,163.9369984,0.366803744,0.276378137,,1.667289747,1.861,True,Residential,546.4566613
3285,33.85393267,184.5865922,0.299200822,0.293065716,,1.360003737,1.863,True,Residential,615.2886407
3287,33.25830314,213.4857295,0.298108319,0.32004928,,1.355037815,1.865,False,Residential,711.6190985
3288,34.35195226,221.8485539,0.348443963,0.288400428,,1.583836194,1.866,True,Residential,739.4951796
3290,30.01471733,229.8864714,0.589000077,0.248269318,,2.677273077,1.868,True,Residential,766.2882379
3292,30.12057291,224.7215227,0.47380701,0.242718678,,2.153668229,1.87,True,Residential,749.0717423
3295,33.61605562,263.057298,0.213878793,0.369678825,,0.972176332,1.873,False,Residential,876.85766
3296,31.34753208,232.7631684,0.314301538,0.349294232,,1.428643353,1.874,False,Residential,775.877228
3297,33.46768882,247.8726086,0.451364587,0.298421238,,2.051657212,1.875,True,Residential,826.2420288
3299,33.52273663,237.3948027,0.262744827,0.35448404,,1.194294668,1.877,False,Residential,791.316009
3300,30.58603023,231.8358698,0.398502579,0.312817363,,1.81137536,1.878,False,Residential,772.7862327
3301,33.90353166,232.5251782,0.471375926,0.253104676,,2.142617847,1.879,True,Residential,775.0839273
3303,29.78884255,197.3234467,0.33824069,0.276576847,,1.537457681,1.881,True,Residential,657.7448224
3305,33.37335063,216.0781445,0.494312851,0.260013791,,2.246876595,1.883,True,Residential,720.2604817
3307,29.84603922,197.6907327,0.57196205,0.213039374,,2.599827499,1.885,True,Residential,658.9691091
3311,33.7024742,123.5914393,0.566337982,0.218534257,,2.574263555,1.889,True,Residential,411.9714643
3316,30.32155217,38.44628016,0.493136966,0.2,,2.241531665,1.894,True,Residential,128.1542672
3374,30.27662107,104.7471384,0.418030885,0.22567961,,1.900140386,1.952,True,Residential,349.157128
3378,32.98043115,167.3702143,0.498116481,0.24717557,,2.264165824,1.956,True,Residential,557.9007142
3381,31.47015742,223.1833718,0.56512267,0.251606512,,2.56873941,1.959,True,Residential,743.9445727
3383,31.29892292,194.4897113,0.361564671,0.261194055,,1.643475776,1.961,True,Residential,648.2990377
3385,34.90755215,209.2860395,0.534439932,0.233030188,,2.429272418,1.963,True,Residential,697.6201317
3388,30.21798609,230.3525495,0.547498304,0.265696396,,2.488628655,1.966,True,Residential,767.8418318
3390,34.07261824,243.0640165,0.331887273,0.304004529,,1.508578515,1.968,False,Residential,810.2133882
3391,30.9202187,231.4729478,0.421759554,0.256432877,,1.917088881,1.969,True,Residential,771.5764926
3393,34.39280311,244.0425622,0.521681024,0.251520838,,2.371277382,1.971,True,Residential,813.4752074
3395,34.77797017,207.0583499,0.462466018,0.244140496,,2.102118263,1.973,True,Residential,690.1944995
3397,32.58232198,230.3272598,0.349398895,0.275647879,,1.588176796,1.975,True,Residential,767.7575326
3399,34.82473276,224.841374,0.42013687,0.277600623,,1.909713044,1.977,True,Residential,749.4712466
3401,32.78518257,203.8769145,0.49989494,0.253856868,,2.272249727,1.979,True,Residential,679.5897151
3403,29.57432136,150.0616916,0.339953068,0.254091624,,1.545241216,1.981,True,Residential,500.2056386
3406,29.76947342,136.9391354,0.406741597,0.259105994,,1.848825442,1.984,True,Residential,456.4637846
3409,29.71584055,103.6512501,0.332853606,0.254923627,,1.512970936,1.987,True,Residential,345.5041669
3414,29.67040942,32.21425475,0.329630687,0.230261761,,1.498321305,1.992,True,Residential,107.3808492
3470,29.78152327,96.75140506,0.470132702,0.229110122,,2.136966827,2.048,True,Residential,322.5046835
3474,34.79318595,157.7070425,0.269330135,0.306053907,,1.224227886,2.052,False,Residential,525.6901416
3475,34.74266791,181.6072398,0.331891027,0.26848296,,1.508595579,2.053,True,Residential,605.3574659
3477,31.85074627,201.8771548,0.274514005,0.292425328,,1.247790931,2.055,True,Residential,672.9238493
3479,32.40023391,196.7732601,0.386387853,0.291883195,,1.756308424,2.057,True,Residential,655.910867
3481,30.04650608,211.8459966,0.458290251,0.278953268,,2.083137505,2.059,True,Residential,706.1533221
3483,30.65605022,247.4381551,0.218631403,0.341157765,,0.993779105,2.061,False,Residential,824.7938503
3484,34.7906508,219.3921614,0.596909144,0.246778519,,2.713223383,2.062,True,Residential,731.3072048
3486,31.18277156,233.6841081,0.545130663,0.228457347,,2.477866651,2.064,True,Residential,778.9470272
3489,34.52497156,232.2711812,0.449200603,0.296616298,,2.041820923,2.067,True,Residential,774.2372706
3491,30.57412602,207.2189271,0.265300284,0.339773784,,1.205910381,2.069,False,Residential,690.7297569
3492,33.94389212,208.5508422,0.220128198,0.336879445,,1.000582718,2.07,False,Residential,695.169474
3493,29.25612314,214.5271208,0.273877207,0.322041924,,1.244896394,2.071,False,Residential,715.0904026
3494,30.75848409,207.5903661,0.576041104,0.229929239,,2.618368656,2.072,True,Residential,691.9678871
3497,29.40683477,188.3474422,0.403741912,0.272262365,,1.835190509,2.075,True,Residential,627.8248072
3499,33.15589989,158.6457147,0.578157469,0.21196053,,2.627988496,2.077,True,Residential,528.8190491
3503,29.13451488,103.262954,0.249279287,0.282244008,,1.13308767,2.081,True,Residential,344.2098467
3505,34.13945329,90.05971648,0.241881212,0.270780592,,1.099460055,2.083,True,Residential,300.1990549
3508,33.17560583,51.5158087,0.398393632,0.221839334,,1.810880147,2.086,True,Residential,171.7193623
3566,33.66093598,105.916516,0.551387805,0.206820261,,2.506308203,2.144,True,Residential,353.0550532
3570,29.51320517,146.0825608,0.398729942,0.246883495,,1.812408827,2.148,True,Residential,486.9418693
3573,29.59390144,196.6762126,0.338614223,0.303888153,,1.539155561,2.151,False,Residential,655.5873754
3574,34.26957371,207.2352295,0.305025418,0.279440606,,1.386479171,2.152,True,Residential,690.7840985
3576,34.0641296,217.9402886,0.291539594,0.309704036,,1.325179973,2.154,False,Residential,726.4676287
3577,33.18735731,215.7322019,0.572091184,0.22061429,,2.600414475,2.155,True,Residential,719.1073398
3580,32.55410392,244.9646507,0.241552884,0.334690829,,1.097967654,2.158,False,Residential,816.5488358
3581,32.80024879,240.2236674,0.484871318,0.273528916,,2.203960534,2.159,True,Residential,800.7455581
3583,30.29733467,247.2381108,0.399721051,0.295730726,,1.81691387,2.161,True,Residential,824.1270361
3585,32.23247993,214.7715191,0.35399341,0.321493357,,1.609060955,2.163,False,Residential,715.9050636
3586,34.65385043,240.5699788,0.253318506,0.318306225,,1.151447753,2.164,False,Residential,801.8999292
3587,34.79481996,225.1815213,0.534019374,0.241096762,,2.42736079,2.165,True,Residential,750.605071
3590,30.80900339,194.5580365,0.445121971,0.286993554,,2.023281686,2.168,True,Residential,648.5267884
3592,34.41545664,199.8216053,0.490151756,0.266281417,,2.227962525,2.17,True,Residential,666.0720177
3594,32.68027968,191.5438415,0.235589125,0.297917784,,1.070859659,2.172,True,Residential,638.4794717
3596,32.14803641,171.7275995,0.424950821,0.274849896,,1.931594641,2.174,True,Residential,572.4253318
3598,32.52553984,136.8890365,0.432352072,0.237520558,,1.965236689,2.176,True,Residential,456.2967883
3602,33.09412095,81.79664361,0.273812376,0.270788675,,1.244601709,2.18,True,Residential,272.6554787
3607,29.20132236,3.504151396,0.453890288,0.2,,2.063137674,2.185,True,Residential,11.68050465
3663,31.47617239,107.9105361,0.262835392,0.264590007,,1.194706329,2.241,True,Residential,359.7017869
3665,31.65421668,130.0318603,0.265506122,0.267898719,,1.206846008,2.243,True,Residential,433.4395345
3667,34.3238668,167.7315916,0.25431409,0.286928163,,1.155973138,2.245,True,Residential,559.1053053
3669,31.98587916,216.8928215,0.361067378,0.294966767,,1.641215354,2.247,True,Residential,722.9760715
3671,31.09341567,197.8536685,0.441824458,0.281764655,,2.00829299,2.249,True,Residential,659.5122285
3673,30.20246183,204.7960227,0.393114828,0.288528107,,1.78688558,2.251,True,Residential,682.653409
3675,32.93455354,228.3094532,0.315133766,0.319798034,,1.432426211,2.253,False,Residential,761.0315108
3676,32.13700782,204.0197151,0.301768032,0.295360955,,1.371672872,2.254,True,Residential,680.065717
3678,29.46755657,237.0820942,0.538604825,0.280838065,,2.448203751,2.256,True,Residential,790.2736474
3680,33.79030465,242.9026654,0.554089498,0.257149199,,2.518588629,2.258,True,Residential,809.6755513
3682,34.58425792,254.2424785,0.504086814,0.252651419,,2.291303699,2.26,True,Residential,847.4749283
3684,30.7604629,221.0915684,0.277202058,0.296071844,,1.260009355,2.262,True,Residential,736.9718946
3686,30.2458427,209.1110484,0.268917778,0.330673411,,1.222353537,2.264,False,Residential,697.036828
3687,30.55076483,196.7576112,0.308649449,0.302700452,,1.402952042,2.265,False,Residential,655.858704
3688,32.63218692,175.638016,0.483671316,0.225692127,,2.198505981,2.266,True,Residential,585.4600535
3691,31.85225508,153.9824264,0.337458015,0.26931229,,1.533900069,2.269,True,Residential,513.2747546
3693,32.48686605,129.2370374,0.312811098,0.263954823,,1.421868626,2.271,True,Residential,430.7901248
3696,32.03633368,106.2693387,0.242895949,0.287199329,,1.104072496,2.274,True,Residential,354.2311291
3698,34.34529898,53.25970704,0.221080157,0.261873161,,1.004909806,2.276,True,Residential,177.5323568
3754,32.61593972,51.35602789,0.246756936,0.255107472,,1.121622437,2.332,True,Residential,171.1867596
3758,32.11644035,88.86285537,0.204188599,0.277214277,,0.928129996,2.336,True,Residential,296.2095179
3760,32.42775035,134.7708722,0.470083465,0.22122718,,2.136743023,2.338,True,Residential,449.2362407
3764,30.18831446,164.0703236,0.498686468,0.245250134,,2.266756673,2.342,True,Residential,546.9010788
3767,29.36141641,206.4772948,0.313956526,0.312097162,,1.427075119,2.345,False,Residential,688.2576494
3768,34.94073553,211.4815862,0.271673296,0.297049235,,1.234878616,2.346,True,Residential,704.9386207
3770,30.14753725,226.9369048,0.522531105,0.278291683,,2.375141385,2.348,True,Residential,756.4563494
3772,31.29075709,231.6328162,0.430983751,0.282158458,,1.959017048,2.35,True,Residential,772.1093874
3774,34.23468383,237.6094092,0.448688514,0.287026448,,2.039493244,2.352,True,Residential,792.031364
3776,30.06309662,228.9808843,0.263307837,0.336433382,,1.196853806,2.354,False,Residential,763.2696144
3777,33.78115574,225.3158176,0.371653729,0.299848904,,1.689335134,2.355,True,Residential,751.0527253
3779,31.96418575,219.1268101,0.498960358,0.277735846,,2.268001625,2.357,True,Residential,730.4227004
3781,31.68544779,224.6176056,0.459986568,0.269970376,,2.090848036,2.359,True,Residential,748.7253521
3783,29.60353618,202.3559485,0.288478087,0.299197331,,1.31126403,2.361,True,Residential,674.5198284
3785,31.14664932,184.1566338,0.243646811,0.332248602,,1.107485504,2.363,False,Residential,613.855446
3786,31.26396325,159.96373,0.51407253,0.243721402,,2.336693317,2.364,True,Residential,533.2124334
3789,33.04215378,153.7001358,0.517506966,0.234915029,,2.352304392,2.367,True,Residential,512.3337859
3793,33.92491136,78.90818652,0.268580151,0.272733566,,1.220818869,2.371,True,Residential,263.0272884
3796,32.99072492,35.05043928,0.344537644,0.22734742,,1.566080201,2.374,True,Residential,116.8347976
3854,32.96183741,89.90812578,0.390847817,0.228455286,,1.776580988,2.432,True,Residential,299.6937526
3858,34.98180636,146.2054371,0.411458931,0.246750268,,1.870267868,2.436,True,Residential,487.3514569
3861,33.27184662,167.5577951,0.433997976,0.263877667,,1.972718072,2.439,True,Residential,558.5259836
3863,30.84443744,198.5663386,0.204620311,0.310399621,,0.930092322,2.441,False,Residential,661.8877955
3864,32.0785695,213.8170633,0.341762492,0.278413264,,1.553465872,2.442,True,Residential,712.7235442
3866,30.35930919,207.1372327,0.447982004,0.270152958,,2.036281837,2.444,True,Residential,690.4574422
3868,32.15135858,235.183762,0.582000953,0.241335409,,2.645458877,2.446,True,Residential,783.9458733
3871,31.65152965,249.2111977,0.395520476,0.321184245,,1.797820345,2.449,False,Residential,830.7039925
3872,31.13858977,239.2723843,0.551250653,0.243189678,,2.505684787,2.45,True,Residential,797.5746144
3875,32.37132367,235.3740215,0.200487709,0.357511833,,0.911307768,2.453,False,Residential,784.5800716
3876,29.22419363,199.4471908,0.395089197,0.308601332,,1.795859988,2.454,False,Residential,664.8239692
3877,32.36434215,227.2810202,0.226119875,0.308891618,,1.027817612,2.455,False,Residential,757.6034008
3878,30.20724243,216.2620329,0.411100779,0.260181932,,1.868639904,2.456,True,Residential,720.8734431
3880,33.32988963,173.1722494,0.549877539,0.214686092,,2.49944336,2.458,True,Residential,577.2408313
3884,32.65725883,140.5980088,0.316573113,0.299009671,,1.438968696,2.462,True,Residential,468.6600294
3886,30.82637574,111.2470075,0.204198872,0.310385965,,0.928176692,2.464,False,Residential,370.8233582
3887,31.17877378,117.4508277,0.506237257,0.213189358,,2.301078441,2.465,True,Residential,391.5027589
3893,33.26443631,23.02803783,0.269044903,0.240387821,,1.222931379,2.471,True,Residential,76.76012609
3949,32.42226207,85.06743781,0.580459963,0.2,,2.638454377,2.527,True,Residential,283.558126
3954,34.92827202,150.8412107,0.349111471,0.274501085,,1.586870321,2.532,True,Residential,502.8040357
3956,29.06554429,178.6429725,0.319785238,0.276743984,,1.453569264,2.534,True,Residential,595.4765749
3958,34.79234007,173.0841797,0.434631644,0.254741811,,1.975598381,2.536,True,Residential,576.9472656
3960,31.79281208,204.774552,0.251744494,0.297833177,,1.144293155,2.538,True,Residential,682.5818402
3962,31.71673272,200.7423807,0.273090242,0.329645943,,1.24131928,2.54,False,Residential,669.1412689
3963,34.3162535,233.0414821,0.24781624,0.325952253,,1.126437454,2.541,False,Residential,776.8049404
3964,32.42135781,219.3962332,0.393319878,0.282471342,,1.787817626,2.542,True,Residential,731.3207772
3966,33.26640194,239.9003502,0.460636427,0.284284663,,2.093801939,2.544,True,Residential,799.6678338
3968,31.29421214,220.7919099,0.380319007,0.296114404,,1.728722759,2.546,True,Residential,735.9730331
3970,32.36667614,226.2307483,0.437160184,0.295944809,,1.987091744,2.548,True,Residential,754.1024944
3972,33.01237842,206.9811134,0.544204972,0.265037672,,2.473658963,2.55,True,Residential,689.9370447
3974,32.69924188,215.0417653,0.21987516,0.31195762,,0.999432545,2.552,False,Residential,716.8058844
3975,33.06004654,208.6997044,0.320625056,0.283976282,,1.457386616,2.553,True,Residential,695.6656815
3977,30.2695235,169.5642247,0.20625912,0.321053866,,0.937541456,2.555,False,Residential,565.2140823
3978,29.02334738,174.4333956,0.275513844,0.295783754,,1.252335655,2.556,True,Residential,581.4446521
3980,30.62419644,172.3914237,0.370748895,0.288862938,,1.68522225,2.558,True,Residential,574.6380789
3982,30.30333034,125.1038055,0.200123596,0.309912967,,0.909652708,2.56,False,Residential,417.012685
3983,31.48743291,119.5158797,0.231640045,0.281881925,,1.052909296,2.561,True,Residential,398.3862656
3985,34.5992649,48.02872489,0.380428736,0.22293102,,1.729221528,2.563,True,Residential,160.0957496
4044,30.66552551,67.36803347,0.583236659,0.2,,2.651075721,2.622,True,Residential,224.5601116
4049,33.43037375,135.3900544,0.258067413,0.274587237,,1.173033696,2.627,True,Residential,451.3001813
4051,29.00982175,158.1794718,0.576770698,0.206701203,,2.621684993,2.629,True,Residential,527.2649059
4055,31.52870154,208.0190031,0.393163376,0.287048293,,1.787106255,2.633,True,Residential,693.3966769
4057,32.97127147,216.797982,0.44434271,0.279359622,,2.019739591,2.635,True,Residential,722.65994
4059,30.88516499,208.1671173,0.229184344,0.329508233,,1.041747019,2.637,False,Residential,693.8903912
